#Nodes with GAIN events with expectation above 0.5
Leiolep: 0.991156
Furcep: 1.93043
FGA331: 1.86617
FGA104: 1.0503
FGA174: 1.94311
C601: 1.02297
C3125: 1.3616
C3126: 1.36307
C2208: 0.990305
Riebrev: 2.65271
Total number of gain events: 23.9532
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
Leiolep: 1.27072
Rhaspe: 1.7619
Rhamar: 1.69611
Rhatem: 0.828583
FGA379: 1.14244
F3015: 1.00964
F1476: 0.963276
N29: 0.764101
FGA465: 0.961456
FGA99: 0.741563
FGA15: 0.729112
FGA489: 1.00226
N43: 0.606549
CGA763: 0.984254
Calboe: 2.54756
CGA429: 1.63333
N50: 1.31572
C984: 1.51475
CGA494: 0.982901
N55: 1.56505
C404: 1.01529
CGA45: 1.00775
C3121: 0.962898
N85: 1.18191
Total number of loss events: 38.0786
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 1.62465e-20
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Leiolep: 1.00811
N3: 0.551864
FGA379: 0.999685
N39: 0.668454
N69: 0.957912
N73: 0.967974
N75: 0.618708
Riebrev: 1.93965
N85: 0.949087
Total number of demi-dulications events: 11.4716
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
Leiolep	0.991156	1.27072	0	1.00811	0
N2	0.267009	0.490596	1.62463e-20	0.00324035	0
N3	0.0223582	0.0202444	1.47423e-25	0.551864	0
N4	0.0666557	0.0733312	2.41498e-30	0.439575	0
N5	0.0129464	0.00984897	6.8726e-34	0.00574869	0
B3088	0.239485	0.252036	0	0.00279045	0
N6	0.0188812	0.0160408	5.33387e-34	0.00124598	0
BGA709	0.197639	0.21303	0	0.00154424	0
BGA309	0.197639	0.21303	0	0.00154424	0
N7	0.028257	0.034488	6.50068e-37	0.00829476	0
N8	0.0530896	0.0510596	2.02875e-38	0.000225775	0
B11696	0.0531406	0.0583829	0	1.91213e-05	0
B11609	0.0531406	0.0583829	0	1.91213e-05	0
N9	0.00556984	0.00708974	8.13562e-42	0.00023708	0
N10	0.00129726	0.0012324	2.36942e-43	5.21378e-06	0
N11	0.0147088	0.0126831	5.2784e-39	1.94293e-06	0
B983	0.0774565	0.0812396	0	6.49081e-07	0
B11604	0.0774565	0.0812396	0	6.49081e-07	0
N12	0.0416106	0.0405627	5.12841e-40	2.45368e-06	0
BGAA1	0.0319006	0.0347059	0	1.40067e-07	0
BGA584	0.0319006	0.0347059	0	1.40067e-07	0
N13	0.0378638	0.0359816	2.41634e-44	7.20294e-06	0
BGA303	0.0430235	0.046598	0	6.07491e-07	0
BGAB1	0.0430235	0.046598	0	6.07491e-07	0
PGA445	0.476406	0.497645	0	0.449415	0
N14	0.0148571	0.0427018	8.00401e-28	2.03073e-05	0
N15	0.00539844	0.419851	1.03058e-30	1.33267e-07	0
Rhaspe	0.189236	1.7619	0	0.00127646	0
N16	0.0042469	0.063237	1.35617e-26	1.28244e-07	0
Rhamar	0.184948	1.69611	0	0.000497508	0
Rhatem	0.311795	0.828583	0	0.00172949	0
N17	0.0174141	0.00125335	2.07036e-34	7.40879e-07	0
N18	0.0235313	0.0246793	4.21782e-41	6.90305e-05	0
N19	0.0144583	0.0282217	1.8653e-36	1.23122e-06	0
FGA379	0.218321	1.14244	0	0.999685	0
N20	0.039621	0.0233437	1.01305e-32	1.33499e-06	0
N21	0.0338	0.031117	5.55187e-33	2.87124e-06	0
N22	0.00171479	0.0355233	1.47328e-33	2.84193e-07	0
F3015	0.0396947	1.00964	0	6.66104e-08	0
N23	0.0032568	0.00661966	2.45913e-38	8.07016e-08	0
N24	0.0144197	0.00266205	4.12699e-36	5.74827e-08	0
N25	0.0033525	0.0265451	9.70666e-42	7.39004e-08	0
N26	0.0010924	0.0145995	1.55942e-46	6.24933e-10	0
F1476	0.0216348	0.963276	0	1.52305e-08	0
