#Nodes with GAIN events with expectation above 0.5
Furcep: 1.91422
N56: 1.85404
N62: 1.04517
N63: 1.93213
N74: 0.99971
C3125: 1.28565
N92: 1.29388
C2208: 0.987409
Riebrev: 0.724308
Total number of gain events: 19.896
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
N26: 0.528167
Rhaspe: 1.80628
Rhamar: 1.73896
Rhatem: 0.858655
N33: 1.13427
N37: 1.05092
N42: 1.01046
N45: 0.786517
FGA465: 0.995168
N58: 0.794765
N60: 0.780363
FGA489: 1.04559
N69: 0.631788
N73: 1.00551
Calboe: 2.58823
N78: 1.75844
N79: 1.33614
N80: 1.57474
N85: 1.00155
N88: 1.65586
C404: 1.02028
N96: 1.00759
N106: 0.970478
Riebrev: 2.41418
N128: 1.14253
Total number of loss events: 38.7746
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Riebrev: 0.823212
Total number of duplication events: 0.872539
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N2: 0.70885
N33: 0.991693
N64: 0.820475
N112: 0.98017
N116: 0.983228
N118: 0.768962
Riebrev: 1.09347
N128: 0.904153
Total number of demi-dulications events: 8.88915
#+++++++++++++++++++++++++++++

#+++++++++++++++++++++++++++++

#Nodes with transitions in base number with expectation above 0.5
Total number of transitions in base number: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION	BASE-NUMBER
N2	0.015057	0.00960637	1.02149e-05	0.70885	0
N3	0.0634944	0.0611376	0.000479481	0.288153	0
N4	0.0132537	0.0084586	1.75314e-05	0.00179667	0
B3088	0.233021	0.249444	9.29848e-06	0.000306927	0
N5	0.0188556	0.0146991	1.97122e-06	0.000193027	0
N6	0.193575	0.214145	3.61404e-06	0.000117647	0
BGA709	8.33984e-08	1.80685e-07	7.44336e-13	0	0
BGA710	8.33984e-08	1.80685e-07	7.44336e-13	0	0
BGA309	0.194059	0.214629	3.6108e-06	0.00011765	0
N7	0.0255896	0.0333014	2.08151e-05	0.00208141	0
N8	0.0529946	0.0504889	3.29678e-07	2.70828e-05	0
N9	0.0510753	0.0574787	1.74227e-08	1.00042e-06	0
B11696	5.4391e-08	1.20095e-07	6.62947e-15	0	0
B11697	5.4391e-08	1.20095e-07	6.62947e-15	0	0
N10	0.0427422	0.0490387	1.75502e-08	9.99689e-07	0
B11609	0.00072031	0.000827165	1.18152e-11	5.44255e-10	0
BGA392	0.00072031	0.000827165	1.18152e-11	5.44255e-10	0
N11	0.00434133	0.00654829	3.37169e-07	2.77582e-05	0
N12	0.00101812	0.0011465	3.53931e-09	2.85553e-07	0
N13	0.0131569	0.0111253	4.53638e-10	3.66471e-08	0
N14	0.0762421	0.079836	5.20397e-11	4.03765e-09	0
B985	7.13677e-08	1.46745e-07	2.99955e-17	0	0
B983	7.13677e-08	1.46745e-07	2.99955e-17	0	0
N15	0.0348351	0.0371153	5.13925e-11	4.00296e-09	0
N16	0.0100445	0.0113581	5.63201e-13	2.22162e-10	0
B199	1.89934e-08	4.23661e-08	3.31325e-19	0	0
BGAA3	1.89934e-08	4.23661e-08	3.31325e-19	0	0
N17	0.0100412	0.0113549	5.63201e-13	2.22162e-10	0
B11604	2.68707e-08	5.99502e-08	4.69426e-19	0	0
BGA583	2.68707e-08	5.99502e-08	4.69426e-19	0	0
N18	0.0213824	0.0206497	4.95699e-10	4.00195e-08	0
N19	0.0470263	0.0493207	8.64878e-12	6.80971e-10	0
BGA89	6.34104e-07	1.30429e-06	5.14539e-17	1.68201e-13	0
BGA40	6.34104e-07	1.30429e-06	5.14539e-17	1.68201e-13	0
N20	0.00505942	0.00531433	7.89572e-12	6.20811e-10	0
